id_tercero,tipo_sujeto,nombres,apellidos,fecha_nacimiento,nacionalidad,numero_documento,tipo_documento,pais_residencia,coincidencia
T0000191,PERSONA_NATURAL,ANDRES DANIEL,TORRES SANCHEZ,1965-04-19,ESTADOUNIDENSE,118534694,CC,ECUADOR,0
T0000192,PERSONA_NATURAL,DAVID DAVID,SANCHEZ HERNANDEZ,1984-01-28,VENEZOLANA,297623091,CE,ECUADOR,0
T0000193,PERSONA_NATURAL,DANIEL ANA,PEREZ GARCIA,1953-10-18,PERUANA,1198037194,CE,ECUADOR,0
T0000194,PERSONA_NATURAL,JORGE LAURA,TORRES HERNANDEZ,2002-10-22,VENEZOLANA,217621909,CC,ESPAÑA,0
T0000195,PERSONA_NATURAL,ANA JORGE,LOPEZ RODRIGUEZ,1962-10-17,ESPAÑOLA,B1760064,PASAPORTE,COLOMBIA,0
T0000196,PERSONA_NATURAL,ANA LAURA,TORRES SANCHEZ,1959-10-17,MEXICANA,1326553772,CE,USA,0
T0000197,PERSONA_NATURAL,CAMILA SARA,HERNANDEZ RAMIREZ,1971-09-27,ARGENTINA,P6029651,PASAPORTE,BRASIL,0
T0000198,PERSONA_NATURAL,ANA ANA,GOMEZ GARCIA,1987-05-26,COLOMBIANA,P5454861,PASAPORTE,PERU,0
T0000199,PERSONA_NATURAL,CAMILA LAURA,RODRIGUEZ TORRES,1990-12-20,ESPAÑOLA,1774504185,CC,PERU,0
T0000200,PERSONA_NATURAL,SARA ANDRES,MARTINEZ PEREZ,1978-06-14,MEXICANA,1492838030,CE,PERU,0
T0000201,PERSONA_NATURAL,CAMILA LAURA,PEREZ RODRIGUEZ,1983-04-18,ESTADOUNIDENSE,P9816043,PASAPORTE,ESPAÑA,0
T0000202,PERSONA_NATURAL,MARIA LAURA,TORRES LOPEZ,1984-06-22,ECUATORIANA,P4225657,PASAPORTE,PERU,0
T0000203,PERSONA_NATURAL,CARLOS LUISA,HERNANDEZ HERNANDEZ,1995-04-23,BRASILEÑA,1040370000,CE,USA,0
T0000204,PERSONA_NATURAL,SARA CARLOS,HERNANDEZ GOMEZ,1986-11-18,ESPAÑOLA,1767452219,CE,USA,0
T0000205,PERSONA_JURIDICA,RODRIGUEZ HERNANDEZ COMERCIAL S.A. 1304,,,,471904990,NIT,BRASIL,0
T0000206,PERSONA_NATURAL,SARA LAURA,MARTINEZ MARTINEZ,2002-09-09,ARGENTINA,I3303058,PASAPORTE,VENEZUELA,0
T0000207,PERSONA_NATURAL,CAMILA LUISA,MARTINEZ PEREZ,1992-09-08,PERUANA,225173476,CC,ESPAÑA,0
T0000208,PERSONA_NATURAL,LAURA ANDRES,RODRIGUEZ PEREZ,1985-03-14,BRASILEÑA,1407021202,CE,PERU,0
T0000209,PERSONA_NATURAL,CARLOS ANA,HERNANDEZ PEREZ,1999-02-21,PERUANA,X1625760,PASAPORTE,MEXICO,0
T0000210,PERSONA_NATURAL,MARIA JUAN,GARCIA SANCHEZ,1961-12-28,ECUATORIANA,29901089,CC,ECUADOR,0
T0000211,PERSONA_NATURAL,ANDRES ANA,HERNANDEZ SANCHEZ,1991-09-17,BRASILEÑA,1837636871,CC,ARGENTINA,0
T0000212,PERSONA_NATURAL,LUISA ANDRES,LOPEZ RODRIGUEZ,1996-08-21,ECUATORIANA,F1236293,PASAPORTE,USA,0
T0000213,PERSONA_NATURAL,CAMILA DAVID,MARTINEZ RODRIGUEZ,1989-11-13,ESPAÑOLA,K2455218,PASAPORTE,ESPAÑA,0
T0000214,PERSONA_NATURAL,MARIA MARIA,SANCHEZ LOPEZ,1965-01-09,ESPAÑOLA,969357228,CC,ECUADOR,0
T0000215,PERSONA_JURIDICA,HERNANDEZ RAMIREZ GROUP S. EN C. 197,,,,380840558,NIT,USA,0
T0000216,PERSONA_NATURAL,JUAN DAVID,GOMEZ SANCHEZ,1969-03-13,ARGENTINA,Y6217344,PASAPORTE,VENEZUELA,0
T0000217,PERSONA_NATURAL,CARLOS ANA,RAMIREZ MARTINEZ,1964-03-16,MEXICANA,1615748335,CE,USA,0
T0000218,PERSONA_NATURAL,JORGE LAURA,TORRES MARTINEZ,1998-04-22,VENEZOLANA,O9861274,PASAPORTE,USA,0
T0000219,PERSONA_NATURAL,CAMILA ANDRES,PEREZ TORRES,1982-04-19,ARGENTINA,363340848,CC,USA,0
T0000220,PERSONA_JURIDICA,SANCHEZ GOMEZ GROUP LTDA 9564,,,,624875038,NIT,VENEZUELA,0
T0000221,PERSONA_JURIDICA,SANCHEZ PEREZ LOGISTICA LTDA 8419,,,,546058739,NIT,BRASIL,0
T0000222,PERSONA_NATURAL,JORGE LAURA,HERNANDEZ PEREZ,1975-05-27,COLOMBIANA,G2225232,PASAPORTE,COLOMBIA,0
T0000223,PERSONA_NATURAL,SARA ANDRES,TORRES PEREZ,1954-08-02,ECUATORIANA,396506950,CE,MEXICO,0
T0000224,PERSONA_NATURAL,SARA DAVID,GARCIA LOPEZ,1974-08-28,ESPAÑOLA,182335547,CE,ARGENTINA,0
T0000225,PERSONA_NATURAL,ANA ANDRES,RODRIGUEZ TORRES,1975-09-05,PERUANA,1633882943,CC,COLOMBIA,0
T0000226,PERSONA_JURIDICA,SANCHEZ TORRES LOGISTICA S. EN C. 6224,,,,984076542,NIT,PERU,0
T0000227,PERSONA_NATURAL,ANA MARIA,HERNANDEZ MARTINEZ,1996-02-02,ESPAÑOLA,Y1262492,PASAPORTE,PERU,0
T0000228,PERSONA_NATURAL,ANDRES CAMILA,PEREZ SANCHEZ,1988-11-23,COLOMBIANA,1600299861,CC,COLOMBIA,0
T0000229,PERSONA_NATURAL,LUISA JORGE,MARTINEZ PEREZ,1958-09-10,PERUANA,S6350316,PASAPORTE,USA,0
T0000230,PERSONA_NATURAL,MARIA DAVID,TORRES MARTINEZ,1976-05-09,COLOMBIANA,S3938247,PASAPORTE,ESPAÑA,0
T0000231,PERSONA_NATURAL,JUAN ANA,GARCIA TORRES,1970-12-14,ESPAÑOLA,654005638,CC,ESPAÑA,0
T0000232,PERSONA_NATURAL,JORGE LAURA,MARTINEZ MARTINEZ,1969-12-05,BRASILEÑA,1217714638,CC,ESPAÑA,0
T0000233,PERSONA_JURIDICA,TORRES TORRES SERVICIOS S.A.S. 3988,,,,373799489,NIT,PERU,0
T0000234,PERSONA_NATURAL,ANDRES LAURA,LOPEZ GOMEZ,1984-12-27,PERUANA,586516865,CC,ESPAÑA,0
T0000235,PERSONA_NATURAL,CAMILA JUAN,GOMEZ MARTINEZ,2001-10-24,ARGENTINA,1039491220,CC,PERU,0
T0000236,PERSONA_JURIDICA,LOPEZ HERNANDEZ COMERCIAL LTDA 3123,,,,896152940,NIT,VENEZUELA,0
T0000237,PERSONA_NATURAL,LAURA LUISA,RAMIREZ MARTINEZ,1975-04-18,ESTADOUNIDENSE,827464868,CE,BRASIL,0
T0000238,PERSONA_NATURAL,ANA CARLOS,HERNANDEZ LOPEZ,1982-08-15,VENEZOLANA,P6372622,PASAPORTE,PERU,0
T0000239,PERSONA_NATURAL,DANIEL JUAN,RAMIREZ MARTINEZ,1997-03-01,ECUATORIANA,S8005797,PASAPORTE,ECUADOR,0
T0000240,PERSONA_NATURAL,ANA LUISA,GARCIA RAMIREZ,2003-04-16,ARGENTINA,V6663388,PASAPORTE,ECUADOR,0
T0000241,PERSONA_NATURAL,LAURA SARA,SANCHEZ SANCHEZ,1960-12-26,ESTADOUNIDENSE,310558645,CC,ARGENTINA,0
T0000242,PERSONA_NATURAL,JORGE DAVID,PEREZ TORRES,1952-02-27,COLOMBIANA,895605559,CC,MEXICO,0
T0000243,PERSONA_NATURAL,LUISA ANDRES,RODRIGUEZ PEREZ,1963-09-15,ESTADOUNIDENSE,1336791058,CC,BRASIL,0
T0000244,PERSONA_NATURAL,JUAN JUAN,TORRES TORRES,1976-01-01,ARGENTINA,I9988193,PASAPORTE,ECUADOR,0
T0000245,PERSONA_NATURAL,SARA DAVID,GARCIA RODRIGUEZ,1956-02-17,MEXICANA,422170953,CC,ARGENTINA,0
T0000246,PERSONA_NATURAL,ANA CARLOS,GARCIA GOMEZ,1973-07-15,PERUANA,H6032739,PASAPORTE,VENEZUELA,0
T0000247,PERSONA_NATURAL,DAVID JUAN,RODRIGUEZ GOMEZ,1981-07-21,ESTADOUNIDENSE,D9861040,PASAPORTE,COLOMBIA,0
T0000248,PERSONA_NATURAL,SARA CAMILA,SANCHEZ HERNANDEZ,1952-02-22,ECUATORIANA,S1552000,PASAPORTE,MEXICO,0
T0000249,PERSONA_JURIDICA,LOPEZ PEREZ SERVICIOS S. EN C. 2372,,,,907727084,NIT,ESPAÑA,0
T0000250,PERSONA_JURIDICA,HERNANDEZ RODRIGUEZ HOLDING LTDA 9294,,,,996199211,NIT,ESPAÑA,0
T0000251,PERSONA_NATURAL,JORGE ANA,GARCIA RODRIGUEZ,2000-12-24,VENEZOLANA,X6802559,PASAPORTE,COLOMBIA,0
T0000252,PERSONA_NATURAL,LUISA ANDRES,LOPEZ RAMIREZ,1999-10-20,ESPAÑOLA,73620623,CE,ECUADOR,0
T0000253,PERSONA_NATURAL,LAURA LAURA,MARTINEZ LOPEZ,1985-07-14,MEXICANA,S7376562,PASAPORTE,VENEZUELA,0
T0000254,PERSONA_NATURAL,CARLOS LUISA,GOMEZ GOMEZ,1967-03-13,MEXICANA,M6312979,PASAPORTE,USA,0
T0000255,PERSONA_NATURAL,JUAN CARLOS,SANCHEZ LOPEZ,1998-05-04,MEXICANA,412420799,CC,ESPAÑA,0
T0000256,PERSONA_NATURAL,JORGE JORGE,GARCIA GOMEZ,1951-02-12,ARGENTINA,1291885718,CC,USA,0
T0000257,PERSONA_JURIDICA,PEREZ HERNANDEZ LOGISTICA S.A.S. 1397,,,,878295151,NIT,ARGENTINA,0
T0000258,PERSONA_JURIDICA,MARTINEZ RAMIREZ HOLDING LTDA 6247,,,,282001119,NIT,MEXICO,0
T0000259,PERSONA_NATURAL,CARLOS LAURA,RODRIGUEZ GOMEZ,1960-07-09,ESPAÑOLA,1049878825,CE,VENEZUELA,0
T0000260,PERSONA_NATURAL,LUISA SARA,SANCHEZ RAMIREZ,1989-04-15,VENEZOLANA,664248075,CC,COLOMBIA,0
T0000261,PERSONA_JURIDICA,LOPEZ RAMIREZ LOGISTICA S.A. 7222,,,,459420281,NIT,ESPAÑA,0
T0000262,PERSONA_NATURAL,DAVID CAMILA,RODRIGUEZ HERNANDEZ,1970-10-23,PERUANA,684703459,CE,MEXICO,0
T0000263,PERSONA_JURIDICA,LOPEZ HERNANDEZ GROUP CIA 8054,,,,718345671,NIT,PERU,0
T0000264,PERSONA_NATURAL,CARLOS DANIEL,LOPEZ GOMEZ,1986-04-19,ARGENTINA,1473966734,CC,ARGENTINA,0
T0000265,PERSONA_NATURAL,SARA LAURA,MARTINEZ SANCHEZ,2001-05-27,VENEZOLANA,1455208499,CE,BRASIL,0
T0000266,PERSONA_NATURAL,CARLOS LUISA,HERNANDEZ RODRIGUEZ,1995-07-26,ESPAÑOLA,974363436,CC,BRASIL,0
T0000267,PERSONA_NATURAL,JORGE JORGE,GARCIA TORRES,1952-06-23,ARGENTINA,U2425760,PASAPORTE,VENEZUELA,0
T0000268,PERSONA_NATURAL,DAVID DAVID,LOPEZ RODRIGUEZ,1991-10-02,ESPAÑOLA,1719893187,CE,ESPAÑA,0
T0000269,PERSONA_NATURAL,ANDRES CARLOS,MARTINEZ TORRES,1997-09-18,PERUANA,813415656,CE,ESPAÑA,0
T0000270,PERSONA_NATURAL,DAVID CAMILA,TORRES RODRIGUEZ,1972-01-16,VENEZOLANA,903300427,CE,VENEZUELA,0
T0000271,PERSONA_NATURAL,SARA MARIA,LOPEZ HERNANDEZ,1971-08-26,PERUANA,P6843509,PASAPORTE,BRASIL,0
T0000272,PERSONA_NATURAL,SARA SARA,SANCHEZ LOPEZ,1954-05-02,VENEZOLANA,1833600185,CC,USA,0
T0000273,PERSONA_NATURAL,DAVID MARIA,MARTINEZ TORRES,1961-09-06,ESTADOUNIDENSE,N8751982,PASAPORTE,PERU,0
T0000274,PERSONA_NATURAL,DAVID MARIA,RODRIGUEZ GARCIA,1975-01-24,PERUANA,1281746600,CE,ESPAÑA,0
T0000275,PERSONA_NATURAL,SARA LUISA,MARTINEZ HERNANDEZ,1998-12-26,VENEZOLANA,D4136665,PASAPORTE,USA,0
T0000276,PERSONA_NATURAL,LAURA ANDRES,HERNANDEZ SANCHEZ,1983-11-11,ESPAÑOLA,M2916496,PASAPORTE,USA,0
T0000277,PERSONA_NATURAL,LAURA CAMILA,RODRIGUEZ HERNANDEZ,1989-10-03,MEXICANA,263105982,CE,PERU,0
T0000278,PERSONA_NATURAL,DANIEL DANIEL,RODRIGUEZ SANCHEZ,1990-09-23,MEXICANA,F9214830,PASAPORTE,ECUADOR,0
T0000279,PERSONA_NATURAL,ANA LAURA,RAMIREZ PEREZ,2005-06-01,BRASILEÑA,429035232,CC,ESPAÑA,0
T0000280,PERSONA_JURIDICA,TORRES SANCHEZ LOGISTICA CIA 8066,,,,546279777,NIT,BRASIL,0
T0000281,PERSONA_NATURAL,ANDRES CAMILA,PEREZ MARTINEZ,1968-01-09,PERUANA,J3822078,PASAPORTE,BRASIL,0
T0000282,PERSONA_NATURAL,LAURA JORGE,TORRES GOMEZ,1986-02-09,ARGENTINA,1174029282,CE,COLOMBIA,0
T0000283,PERSONA_NATURAL,LAURA JORGE,MARTINEZ GARCIA,1956-12-27,PERUANA,1888639829,CE,COLOMBIA,0
T0000284,PERSONA_NATURAL,ANA ANDRES,SANCHEZ GOMEZ,1999-04-07,ESTADOUNIDENSE,T8183451,PASAPORTE,MEXICO,0
T0000285,PERSONA_NATURAL,LUISA LUISA,PEREZ RAMIREZ,1972-09-09,ARGENTINA,705040832,CC,ECUADOR,0
T0000286,PERSONA_NATURAL,CARLOS JORGE,GOMEZ RODRIGUEZ,1998-07-02,ECUATORIANA,E3226183,PASAPORTE,PERU,0
T0000287,PERSONA_NATURAL,ANA LUISA,GARCIA SANCHEZ,1959-10-21,ECUATORIANA,N7294347,PASAPORTE,BRASIL,0
T0000288,PERSONA_NATURAL,ANDRES DANIEL,TORRES HERNANDEZ,1994-06-15,BRASILEÑA,1259740024,CE,COLOMBIA,0
T0000289,PERSONA_JURIDICA,GOMEZ SANCHEZ GROUP CIA 5879,,,,168000803,NIT,ARGENTINA,0
T0000290,PERSONA_NATURAL,DANIEL LUISA,SANCHEZ HERNANDEZ,1970-05-11,ARGENTINA,E9142618,PASAPORTE,USA,0
T0000291,PERSONA_JURIDICA,PEREZ PEREZ COMERCIAL CIA 7539,,,,117481970,NIT,VENEZUELA,0
T0000292,PERSONA_JURIDICA,RODRIGUEZ SANCHEZ LOGISTICA SAS 7019,,,,317237515,NIT,MEXICO,0
T0000293,PERSONA_JURIDICA,HERNANDEZ RODRIGUEZ TRADING S.A. 1539,,,,802858478,NIT,USA,0
T0000294,PERSONA_NATURAL,ANA DAVID,RODRIGUEZ PEREZ,1975-11-10,PERUANA,1417643809,CE,VENEZUELA,0
T0000295,PERSONA_NATURAL,JUAN LUISA,SANCHEZ GOMEZ,1958-10-08,ARGENTINA,O1155809,PASAPORTE,COLOMBIA,0
T0000296,PERSONA_NATURAL,ANDRES DANIEL,RODRIGUEZ SANCHEZ,1954-04-13,VENEZOLANA,Z2718442,PASAPORTE,VENEZUELA,0
T0000297,PERSONA_NATURAL,CARLOS MARIA,GARCIA RODRIGUEZ,1991-11-05,VENEZOLANA,S1142182,PASAPORTE,MEXICO,0
T0000298,PERSONA_NATURAL,SARA LUISA,RODRIGUEZ GARCIA,1989-11-15,PERUANA,1935418692,CC,VENEZUELA,0
T0000299,PERSONA_NATURAL,ANDRES CAMILA,GARCIA LOPEZ,1977-06-26,MEXICANA,604783510,CC,VENEZUELA,0
T0000300,PERSONA_NATURAL,CAMILA CAMILA,RAMIREZ HERNANDEZ,1999-12-01,ECUATORIANA,1121857784,CC,ARGENTINA,0
T0000301,PERSONA_NATURAL,DANIEL CARLOS,PEREZ MARTINEZ,1981-07-04,PERUANA,1380271375,CE,VENEZUELA,0
T0000302,PERSONA_NATURAL,JUAN ANA,LOPEZ RODRIGUEZ,1974-10-14,ESTADOUNIDENSE,V3898604,PASAPORTE,BRASIL,0
T0000303,PERSONA_JURIDICA,GOMEZ PEREZ HOLDING SAS 235,,,,381519299,NIT,PERU,0
T0000304,PERSONA_NATURAL,JUAN DANIEL,TORRES HERNANDEZ,1990-12-17,ESPAÑOLA,1517126869,CE,ESPAÑA,0
T0000305,PERSONA_NATURAL,JORGE JORGE,RAMIREZ RODRIGUEZ,1967-02-10,VENEZOLANA,G3606795,PASAPORTE,ARGENTINA,0
T0000306,PERSONA_NATURAL,CAMILA DAVID,GOMEZ HERNANDEZ,1994-07-24,PERUANA,535016285,CC,VENEZUELA,0
T0000307,PERSONA_JURIDICA,GOMEZ SANCHEZ HOLDING S. EN C. 911,,,,432097676,NIT,MEXICO,0
T0000308,PERSONA_NATURAL,SARA MARIA,PEREZ RODRIGUEZ,1981-06-17,ARGENTINA,I3801173,PASAPORTE,USA,0
T0000309,PERSONA_NATURAL,CARLOS SARA,GOMEZ PEREZ,1971-07-09,ARGENTINA,574680067,CC,VENEZUELA,0
T0000310,PERSONA_NATURAL,JORGE ANA,PEREZ SANCHEZ,2004-10-06,ESTADOUNIDENSE,557857610,CC,VENEZUELA,0
T0000311,PERSONA_JURIDICA,GOMEZ MARTINEZ GROUP S. EN C. 52,,,,147285340,NIT,COLOMBIA,0
T0000312,PERSONA_NATURAL,LAURA ANA,GARCIA RODRIGUEZ,1961-01-18,ESPAÑOLA,701064566,CC,PERU,0
T0000313,PERSONA_NATURAL,SARA ANA,HERNANDEZ GOMEZ,1986-06-04,ARGENTINA,B4008898,PASAPORTE,PERU,0
T0000314,PERSONA_NATURAL,JUAN DANIEL,GOMEZ SANCHEZ,2005-05-25,ECUATORIANA,195511491,CE,ARGENTINA,0
T0000315,PERSONA_NATURAL,ANA LUISA,HERNANDEZ RAMIREZ,2000-05-24,PERUANA,800861585,CE,BRASIL,0
T0000316,PERSONA_JURIDICA,MARTINEZ TORRES TRADING LTDA 2476,,,,106848195,NIT,ESPAÑA,0
T0000317,PERSONA_NATURAL,JORGE ANA,PEREZ LOPEZ,1950-11-13,ECUATORIANA,450651552,CC,ARGENTINA,0
T0000318,PERSONA_JURIDICA,GARCIA SANCHEZ COMERCIAL LTDA 4594,,,,199886596,NIT,COLOMBIA,0
T0000319,PERSONA_JURIDICA,TORRES GARCIA GROUP S.A. 7521,,,,903050869,NIT,VENEZUELA,0
T0000320,PERSONA_NATURAL,JORGE MARIA,GARCIA GOMEZ,1987-10-02,ESPAÑOLA,E4972370,PASAPORTE,ECUADOR,0
T0000321,PERSONA_NATURAL,ANA DANIEL,LOPEZ LOPEZ,1978-05-08,VENEZOLANA,302297961,CC,VENEZUELA,0
T0000322,PERSONA_NATURAL,MARIA LAURA,SANCHEZ LOPEZ,1976-02-18,ESTADOUNIDENSE,980484539,CC,ECUADOR,0
T0000323,PERSONA_NATURAL,ANDRES ANDRES,RODRIGUEZ HERNANDEZ,2002-12-23,COLOMBIANA,1805134735,CC,USA,0
T0000324,PERSONA_NATURAL,SARA LUISA,LOPEZ GARCIA,1982-01-22,ECUATORIANA,1771129026,CE,MEXICO,0
T0000325,PERSONA_NATURAL,DANIEL LAURA,TORRES TORRES,1965-02-15,VENEZOLANA,270818889,CC,COLOMBIA,0
T0000326,PERSONA_NATURAL,LUISA MARIA,MARTINEZ GARCIA,1973-11-21,VENEZOLANA,S5342289,PASAPORTE,VENEZUELA,0
T0000327,PERSONA_NATURAL,ANDRES LUISA,SANCHEZ RODRIGUEZ,1955-06-04,COLOMBIANA,118743634,CE,MEXICO,0
T0000328,PERSONA_JURIDICA,GARCIA GARCIA LOGISTICA SAS 6280,,,,833594284,NIT,ESPAÑA,0
T0000329,PERSONA_NATURAL,LUISA MARIA,HERNANDEZ HERNANDEZ,1978-03-02,PERUANA,J9370012,PASAPORTE,ESPAÑA,0
T0000330,PERSONA_JURIDICA,SANCHEZ PEREZ COMERCIAL S.A. 6285,,,,247356051,NIT,ESPAÑA,0
T0000331,PERSONA_NATURAL,JORGE LUISA,TORRES PEREZ,1974-12-12,BRASILEÑA,Z9131572,PASAPORTE,USA,0
T0000332,PERSONA_JURIDICA,TORRES LOPEZ LOGISTICA S.A. 2956,,,,127984900,NIT,USA,0
T0000333,PERSONA_NATURAL,JUAN CARLOS,PEREZ SANCHEZ,1983-06-25,PERUANA,225036855,CC,PERU,0
T0000334,PERSONA_NATURAL,CARLOS JORGE,PEREZ MARTINEZ,1986-07-12,MEXICANA,517989692,CC,USA,0
T0000335,PERSONA_NATURAL,SARA ANA,RAMIREZ PEREZ,1995-12-12,MEXICANA,G9258194,PASAPORTE,ARGENTINA,0
T0000336,PERSONA_NATURAL,LAURA JUAN,GOMEZ PEREZ,1964-10-08,COLOMBIANA,P1011467,PASAPORTE,USA,0
T0000337,PERSONA_JURIDICA,MARTINEZ RODRIGUEZ INVERSIONES CIA 2917,,,,961596686,NIT,USA,0
T0000338,PERSONA_NATURAL,ANDRES ANA,GARCIA RAMIREZ,1956-06-10,ESTADOUNIDENSE,348237009,CC,ESPAÑA,0
T0000339,PERSONA_NATURAL,LAURA DAVID,LOPEZ RODRIGUEZ,1995-09-23,ESTADOUNIDENSE,1439218377,CC,MEXICO,0
T0000340,PERSONA_NATURAL,SARA SARA,HERNANDEZ RODRIGUEZ,1961-12-01,ESPAÑOLA,B4054824,PASAPORTE,USA,0
T0000341,PERSONA_JURIDICA,RAMIREZ MARTINEZ GROUP S. EN C. 1715,,,,632774653,NIT,MEXICO,0
T0000342,PERSONA_NATURAL,ANDRES LUISA,LOPEZ LOPEZ,1960-11-03,ESTADOUNIDENSE,34471919,CE,ECUADOR,0
T0000343,PERSONA_NATURAL,SARA ANDRES,LOPEZ HERNANDEZ,2000-02-24,COLOMBIANA,838793602,CC,BRASIL,0
T0000344,PERSONA_NATURAL,MARIA DANIEL,SANCHEZ GARCIA,1972-09-13,VENEZOLANA,1703784757,CE,PERU,0
T0000345,PERSONA_NATURAL,ANDRES JUAN,HERNANDEZ PEREZ,1970-05-04,VENEZOLANA,375298143,CE,ESPAÑA,0
T0000346,PERSONA_NATURAL,ANDRES JORGE,GOMEZ LOPEZ,1988-10-16,COLOMBIANA,1413670863,CE,MEXICO,0
T0000347,PERSONA_NATURAL,DANIEL MARIA,PEREZ GOMEZ,1971-04-07,ESPAÑOLA,R5450404,PASAPORTE,ECUADOR,0
T0000348,PERSONA_NATURAL,ANDRES JUAN,GARCIA RAMIREZ,1985-08-05,COLOMBIANA,18193882,CE,ESPAÑA,0
T0000349,PERSONA_NATURAL,DAVID CARLOS,GOMEZ SANCHEZ,2004-02-10,ESPAÑOLA,1060327398,CE,ECUADOR,0
T0000350,PERSONA_NATURAL,JORGE DANIEL,RODRIGUEZ LOPEZ,1974-06-06,BRASILEÑA,575423788,CC,BRASIL,0
T0000351,PERSONA_NATURAL,LUISA CARLOS,RAMIREZ PEREZ,1959-12-22,VENEZOLANA,1444822242,CC,USA,0
T0000352,PERSONA_NATURAL,DANIEL CAMILA,MARTINEZ TORRES,1953-07-27,ARGENTINA,1160008436,CE,BRASIL,0
T0000353,PERSONA_NATURAL,LUISA LAURA,HERNANDEZ GOMEZ,1975-12-02,ARGENTINA,Q3473761,PASAPORTE,VENEZUELA,0
T0000354,PERSONA_JURIDICA,SANCHEZ RODRIGUEZ SERVICIOS LTDA 3167,,,,235491190,NIT,COLOMBIA,0
T0000355,PERSONA_NATURAL,DAVID DANIEL,MARTINEZ RODRIGUEZ,2003-10-09,ESTADOUNIDENSE,Z2124274,PASAPORTE,VENEZUELA,0
T0000356,PERSONA_NATURAL,DANIEL JORGE,LOPEZ HERNANDEZ,1983-08-28,COLOMBIANA,T9767135,PASAPORTE,ESPAÑA,0
T0000357,PERSONA_NATURAL,MARIA MARIA,RAMIREZ RAMIREZ,1987-02-04,VENEZOLANA,1872888952,CE,ARGENTINA,0
T0000358,PERSONA_JURIDICA,GARCIA HERNANDEZ LOGISTICA CIA 7965,,,,714205272,NIT,BRASIL,0
T0000359,PERSONA_NATURAL,CARLOS DANIEL,RODRIGUEZ RAMIREZ,1988-11-23,ESPAÑOLA,859958441,CC,USA,0
T0000360,PERSONA_NATURAL,JUAN SARA,SANCHEZ HERNANDEZ,1973-01-11,ECUATORIANA,612039848,CE,BRASIL,0
T0000361,PERSONA_JURIDICA,GOMEZ MARTINEZ SERVICIOS S.A. 7269,,,,931109347,NIT,USA,0
T0000362,PERSONA_NATURAL,DANIEL CAMILA,GOMEZ MARTINEZ,1978-04-27,ESPAÑOLA,P9665455,PASAPORTE,USA,0
T0000363,PERSONA_NATURAL,JORGE MARIA,GOMEZ HERNANDEZ,1995-09-13,MEXICANA,S1485669,PASAPORTE,MEXICO,0
T0000364,PERSONA_NATURAL,LUISA JUAN,MARTINEZ PEREZ,1979-01-12,PERUANA,801029736,CE,BRASIL,0
T0000365,PERSONA_NATURAL,DAVID ANDRES,PEREZ MARTINEZ,1973-08-20,BRASILEÑA,1879343223,CC,BRASIL,0
T0000366,PERSONA_NATURAL,ANA ANA,RODRIGUEZ HERNANDEZ,1997-12-03,ECUATORIANA,840143457,CC,COLOMBIA,0
T0000367,PERSONA_NATURAL,CAMILA LUISA,MARTINEZ MARTINEZ,1993-04-09,ESPAÑOLA,A1149283,PASAPORTE,BRASIL,0
T0000368,PERSONA_JURIDICA,RODRIGUEZ RAMIREZ TRADING SAS 3676,,,,371002172,NIT,ECUADOR,0
T0000369,PERSONA_NATURAL,SARA DAVID,HERNANDEZ GARCIA,1974-06-15,ECUATORIANA,1012226367,CC,ECUADOR,0
T0000370,PERSONA_NATURAL,CAMILA DANIEL,RAMIREZ GOMEZ,1950-09-22,ESTADOUNIDENSE,U5742531,PASAPORTE,ECUADOR,0
T0000371,PERSONA_NATURAL,LAURA ANDRES,LOPEZ HERNANDEZ,1990-06-28,ECUATORIANA,1419006120,CE,ECUADOR,0
T0000372,PERSONA_NATURAL,JORGE LUISA,PEREZ RAMIREZ,1975-11-11,MEXICANA,A9344531,PASAPORTE,ECUADOR,0
T0000373,PERSONA_NATURAL,DANIEL DANIEL,GARCIA PEREZ,1987-12-19,PERUANA,1570253972,CE,PERU,0
T0000374,PERSONA_NATURAL,DAVID LAURA,LOPEZ TORRES,1969-03-27,ARGENTINA,640896461,CC,VENEZUELA,0
T0000375,PERSONA_NATURAL,SARA CARLOS,TORRES RODRIGUEZ,1993-06-21,VENEZOLANA,772965293,CC,PERU,0
T0000376,PERSONA_NATURAL,CARLOS DANIEL,LOPEZ LOPEZ,1966-10-10,BRASILEÑA,1020469596,CC,COLOMBIA,0
T0000377,PERSONA_JURIDICA,RAMIREZ RAMIREZ HOLDING SAS 7746,,,,308889819,NIT,ARGENTINA,0
T0000378,PERSONA_NATURAL,DAVID DANIEL,TORRES HERNANDEZ,1976-01-28,MEXICANA,440133657,CC,USA,0
T0000379,PERSONA_NATURAL,CAMILA LAURA,RODRIGUEZ LOPEZ,2005-12-06,VENEZOLANA,724316291,CE,MEXICO,0
T0000380,PERSONA_NATURAL,JUAN JUAN,SANCHEZ HERNANDEZ,1963-03-19,MEXICANA,1696227573,CE,VENEZUELA,0
T0000381,PERSONA_NATURAL,DANIEL DAVID,GARCIA GARCIA,1977-08-13,COLOMBIANA,1156289414,CC,PERU,0
T0000382,PERSONA_NATURAL,JUAN ANA,TORRES MARTINEZ,1951-11-01,PERUANA,1499333054,CC,USA,0
T0000383,PERSONA_NATURAL,ANDRES DANIEL,TORRES RAMIREZ,1969-03-03,COLOMBIANA,634547935,CE,BRASIL,0
